lifetime,broken,pressureInd,moistureInd,temperatureInd,team,provider
92,1,96.1203461808198,105.57619640924601,124.067119618007,TeamB,Provider2
52,0,86.1075142921743,93.6840793755196,83.1569608691616,TeamA,Provider3
29,0,108.413358774927,112.86803605753201,94.82251917289071,TeamC,Provider4
65,1,100.251850143202,93.3467349779993,88.15086762938249,TeamB,Provider3
8,0,117.90439955048001,89.84703399249442,73.17482048809408,TeamA,Provider1
53,0,121.67367924117701,100.007683805737,130.303501908373,TeamC,Provider3
40,0,60.2330663215384,107.527118534766,62.6571442396658,TeamC,Provider1
46,0,94.23091984981849,107.95834527928301,110.657784765995,TeamC,Provider2
5,0,74.48747425537009,99.1000938689444,79.5216171225256,TeamC,Provider3
41,0,92.45360900248508,92.49535193104691,140.160091064911,TeamB,Provider2
12,0,112.04741503775601,89.8495936303829,81.1009531251311,TeamB,Provider2
65,1,125.03269182775,101.163482122777,126.024076632982,TeamB,Provider3
80,1,96.0087845346873,84.5875536112717,95.2872533435288,TeamA,Provider1
93,1,109.67113774267,104.60033164995899,102.881956671073,TeamB,Provider2
63,0,154.924585323486,77.67724906715509,112.048806919732,TeamB,Provider4
77,0,105.758214546742,112.408930060942,112.242916523935,TeamB,Provider2
65,1,93.35727588784599,89.2903363889498,99.5577366447448,TeamA,Provider3
92,1,99.961581529566,105.94478765784099,114.997360098178,TeamA,Provider2
62,0,95.9222682584701,102.590467571097,89.9954886309039,TeamA,Provider3
52,0,111.723933351759,89.9333337589148,112.72740669738998,TeamB,Provider4
85,1,97.92827650004259,96.3070604917345,109.486698219371,TeamC,Provider2
92,1,128.72773484107,96.5898044959697,135.250775376116,TeamA,Provider2
92,1,133.10770664799298,104.051493026846,120.95862861914699,TeamA,Provider2
88,1,126.705861902611,92.4419703650027,104.907186909242,TeamA,Provider4
80,1,150.695689528674,111.988761506953,85.8635472912536,TeamB,Provider1
58,0,80.01967528395691,120.84406297355,116.30644524391,TeamB,Provider1
55,0,74.57754142521871,113.00184397925501,114.51893287533899,TeamC,Provider2
33,0,140.985874411662,87.2500662836738,125.47337206991199,TeamA,Provider4
13,0,35.7636019932176,106.33552886101299,94.1885221350322,TeamC,Provider4
34,0,91.6082213477323,114.86170356825501,104.153620625064,TeamB,Provider3
85,1,103.707550808905,92.41019193573611,91.1002929958145,TeamC,Provider2
65,1,111.809436697215,75.4802747843516,112.846841099477,TeamB,Provider3
80,0,124.860104069951,118.149778081614,113.887910662665,TeamB,Provider4
41,0,112.73643013801001,92.3734984262924,85.4898006455395,TeamC,Provider1
65,1,102.194994045511,93.38983164208571,70.11393138582129,TeamA,Provider3
65,1,128.317297548147,106.729156992143,94.741784198989,TeamA,Provider3
43,0,94.0117168391878,91.93279642470542,111.4627320735,TeamC,Provider1
80,1,91.3993172925577,99.9194958342181,80.8328907039353,TeamB,Provider1
80,1,102.709719554577,102.84677778690799,108.32429906736999,TeamA,Provider1
55,0,77.46661049611009,89.20179927959579,84.5391075353401,TeamB,Provider3
88,1,143.864742065685,95.87773954157811,117.161092268518,TeamA,Provider4
17,0,93.91140450846208,106.036413230306,112.541860388337,TeamA,Provider2
86,1,122.863438457303,115.917602774871,72.54074697175808,TeamC,Provider2
3,0,120.07429005641701,102.992073231124,91.29538600567119,TeamC,Provider4
81,0,65.1129114532487,105.45356097324199,97.05480755673521,TeamC,Provider4
93,1,75.99730079140099,96.3718599016988,98.9340865527327,TeamB,Provider2
65,1,90.59983598281342,98.0743814155546,96.263613601552,TeamB,Provider3
55,0,85.9797639257234,104.271184936057,121.445299627342,TeamB,Provider2
25,0,111.66906168288999,93.2722330123621,119.010168694167,TeamC,Provider3
93,1,86.9966434632626,91.0384639160745,58.5852075926022,TeamB,Provider2
82,1,93.62245546510759,94.0147863865749,70.85057766858021,TeamC,Provider4
13,0,143.861242680759,108.481702468964,93.2378867715019,TeamA,Provider4
19,0,64.2856574239792,114.037572026435,123.75511695481501,TeamC,Provider4
86,1,97.5334512140937,96.30481564168079,76.9080840528664,TeamC,Provider2
60,1,77.8361048524238,112.83254425796801,121.786371059274,TeamC,Provider3
81,1,95.78219396095899,112.793400620669,98.6350135029307,TeamC,Provider4
80,1,80.1609630151375,109.94252434654301,113.98390027766001,TeamA,Provider1
93,1,114.629874905308,102.294442011511,51.10694479702471,TeamA,Provider2
43,0,82.67022465928099,106.235353336955,115.375705181562,TeamA,Provider2
63,0,101.12110879074801,87.703860344186,117.678155866477,TeamC,Provider2
45,0,85.4702501025217,111.54867865037399,84.48907863086579,TeamA,Provider1
93,1,129.585306099462,93.69210818116291,84.9157247213964,TeamA,Provider2
77,0,113.090877702855,109.36980931009899,95.60612507144279,TeamA,Provider4
9,0,113.414853264632,108.08116325346501,110.05617831131399,TeamC,Provider3
60,1,84.11160975294659,118.78118837319599,106.942328247493,TeamC,Provider3
62,0,84.24156074239471,101.836649073322,80.45487362835959,TeamC,Provider4
82,1,96.8404823476972,117.828951464694,73.47330363848829,TeamC,Provider4
29,0,112.745001631496,91.6176697347715,100.954566699519,TeamB,Provider4
65,1,92.35071863716058,106.193923154273,107.537179188728,TeamA,Provider3
49,0,73.1451386057527,95.24348535408008,120.78102410129401,TeamA,Provider4
72,0,121.108531117477,95.09554946881521,104.781153200842,TeamC,Provider1
16,0,82.6110017451367,113.156381166646,130.545163183228,TeamB,Provider1
56,0,125.84497232211599,94.11466680499821,88.6899698552587,TeamC,Provider3
80,1,99.43119894220291,96.43331087334101,55.9111968271688,TeamA,Provider1
40,0,96.06869558126179,105.220633243305,120.27849074342899,TeamC,Provider4
57,0,89.1437800649713,106.311011107728,76.40645579096041,TeamA,Provider3
88,1,82.3942970464039,96.82672815347641,125.431537602933,TeamA,Provider4
93,1,122.519103850655,100.332336641171,93.4436474328797,TeamA,Provider2
20,0,114.67344541039199,91.86074592472731,88.29586579992491,TeamA,Provider1
12,0,104.106059752901,105.96285570638001,113.616254215735,TeamB,Provider1
57,0,104.128514543804,91.53258819674922,110.080273661635,TeamC,Provider3
65,1,86.499783540738,86.63641816482429,92.64598660836641,TeamB,Provider3
50,0,102.543664484748,94.8255951297316,67.1684648653583,TeamB,Provider1
42,0,114.70066643470301,109.093552914285,108.69681843308001,TeamA,Provider4
49,0,89.6226491275226,102.993882288579,142.02849533286698,TeamA,Provider2
65,0,101.15848082272,89.23415453359871,111.18697774381599,TeamA,Provider4
65,1,51.6995079596533,58.547301108828705,60.5182043713699,TeamB,Provider3
44,0,81.5031072163448,104.11410335072901,73.2757312400517,TeamB,Provider3
92,1,134.95260423364,88.48010080230499,108.677366445166,TeamB,Provider2
9,0,89.3200640799271,95.97596256274271,98.2371673563208,TeamC,Provider3
48,0,80.9496280304893,106.302558801453,96.2574823344912,TeamB,Provider3
49,0,81.8294053430611,104.98255341519399,102.28914946551501,TeamB,Provider3
65,1,107.434867163307,90.8230365507307,138.413340480249,TeamB,Provider3
36,0,116.69378808661101,104.52553424473801,107.338477312999,TeamC,Provider1
60,1,85.4440521078382,107.337355064899,86.7257157635082,TeamC,Provider3
81,0,80.00815226178821,92.9453275828412,104.999458474932,TeamB,Provider2
24,0,110.643917311425,98.1407180793817,86.39503296867208,TeamB,Provider4
60,1,90.8461495764975,107.245502737414,102.92889868796101,TeamC,Provider3
65,1,99.49925474655609,103.38316108636299,119.750757221994,TeamB,Provider3
63,0,78.77184657114509,93.16231384169892,85.0243110069676,TeamB,Provider3
93,1,71.1055681931039,108.693176493761,81.73936164507859,TeamA,Provider2
92,1,70.35776432575611,93.1699200054257,149.872297556087,TeamB,Provider2
65,1,93.245430078262,89.396624645203,107.184047492644,TeamB,Provider3
28,0,88.68783476493981,86.6913342470727,128.379991586387,TeamA,Provider2
25,0,65.5516316131054,89.23078421422609,148.014580915674,TeamA,Provider3
74,1,129.453860278329,108.619746884907,97.54660485308071,TeamC,Provider1
20,0,119.25715613622299,100.67069459066,65.0410986136274,TeamA,Provider1
93,1,122.502900086477,87.0835998729072,73.0078469443342,TeamB,Provider2
57,0,89.34513419781179,102.95764699495399,97.16886592048,TeamA,Provider4
46,0,105.154881168955,95.19828834891491,116.970625339454,TeamC,Provider3
60,1,96.4364559773802,102.89298282793699,114.85339172222,TeamC,Provider3
56,0,98.14785491684451,110.38885210727301,138.490816254417,TeamA,Provider4
1,0,92.10080195411129,89.9946108482843,97.29228958441651,TeamB,Provider1
76,0,87.09276088556079,98.3847484150597,79.95705582948521,TeamC,Provider2
31,0,102.333639429427,96.422984339337,80.7516607943767,TeamA,Provider3
54,0,91.6377596794944,116.734085844821,125.553105930304,TeamC,Provider4
1,0,104.65853015043899,107.537665798584,126.374316818177,TeamB,Provider1
64,0,116.81495350237499,85.5881518113194,95.1568734716053,TeamC,Provider4
53,0,87.9676361130109,91.20086693463942,113.260218406132,TeamB,Provider4
62,0,96.1406712872515,79.33497737489671,139.35200243957502,TeamB,Provider1
12,0,53.4501816144547,79.649829156162,103.629850124074,TeamA,Provider1
76,0,90.385761750259,104.533784524065,111.323186176476,TeamB,Provider4
53,0,67.8933614127178,99.51692219133001,111.848820484061,TeamB,Provider3
86,1,111.516036428972,99.11730397786829,94.1795350727101,TeamC,Provider2
29,0,121.389009804764,83.71084563030401,101.806529782829,TeamC,Provider4
80,1,147.41389191094,87.44533598532931,100.040835341083,TeamA,Provider1
65,1,109.744643234235,89.67105475928001,138.547325457341,TeamA,Provider3
60,0,79.8289114388198,101.068984190191,99.3682461185409,TeamA,Provider1
65,1,104.64141080861799,111.41883954720899,96.5115437919121,TeamB,Provider3
88,0,79.9061586975692,77.43338581033579,71.1694724697557,TeamB,Provider2
47,0,121.624882542245,98.6943042768565,74.75057567402601,TeamA,Provider3
3,0,110.735068064077,113.291775916506,54.532868924468296,TeamA,Provider2
65,1,101.749202399594,92.0145277808525,103.765406840488,TeamA,Provider3
19,0,71.81758968950709,100.280969415627,102.269367236838,TeamA,Provider2
65,1,108.156817947281,102.231343982768,83.4708123998765,TeamA,Provider3
50,0,105.038294455497,93.95323863967708,120.490000163659,TeamC,Provider4
30,0,90.4843121927931,106.833223174156,55.011663248289395,TeamB,Provider4
58,0,96.5734058442389,108.549876891192,112.95623635184299,TeamB,Provider4
82,1,93.48628393133801,92.91598649971479,76.2444793940861,TeamC,Provider4
26,0,79.0391301008476,106.411891444556,102.71173976739401,TeamA,Provider3
93,1,124.74286851262801,97.8535232649657,98.3404982085417,TeamA,Provider2
80,1,110.080005537734,96.8407181503768,100.855971567369,TeamA,Provider1
64,0,109.747259935345,108.05303887196301,96.1423979857082,TeamB,Provider1
46,0,72.2555346474148,117.67165360380501,89.68002082398192,TeamA,Provider3
80,1,94.397622648099,95.026443168495,87.0392535757974,TeamB,Provider1
58,0,99.1729528006459,105.20153160976999,56.1165183953106,TeamA,Provider2
25,0,123.51050115730801,105.96904064303301,92.6534459585189,TeamB,Provider2
80,1,102.185641046964,89.0669125732228,93.8497169901536,TeamB,Provider1
27,0,87.2214553574883,87.38629913070179,86.81281172288,TeamC,Provider1
93,1,95.8067128046548,92.91202985003729,87.6720936354097,TeamB,Provider2
8,0,123.026381769351,101.292341240001,113.809836136182,TeamA,Provider1
24,0,88.1084557089243,99.41904421193091,89.8388080404031,TeamC,Provider1
80,1,88.67721938767271,97.5218275351826,98.97230006895599,TeamB,Provider1
48,0,110.607237659582,103.83730694491301,121.15245241600701,TeamA,Provider3
52,0,38.787547674956606,116.491816902258,125.00252625575001,TeamC,Provider4
65,1,89.33143547847129,85.1521899915463,108.599887750867,TeamB,Provider3
74,1,75.8159811388468,106.12377042012301,96.25360917826609,TeamC,Provider1
24,0,85.22611100113971,114.971844223101,85.4191914645429,TeamC,Provider2
85,1,83.58406007823521,79.7245103489956,124.636707368923,TeamC,Provider2
93,1,108.72059307322701,100.89185792350901,100.878362539408,TeamB,Provider2
16,0,96.6171322699214,110.210490556505,92.23282144095958,TeamB,Provider1
13,0,108.77690387386,87.499101609154,89.65043059019291,TeamC,Provider1
22,0,101.358068878559,81.4129988243187,105.767959945976,TeamA,Provider2
86,1,129.002099512595,93.132400578472,84.84584222845021,TeamC,Provider2
58,0,97.1085423116109,103.113254645779,121.280986039934,TeamA,Provider4
60,1,116.694429364681,106.48507193959999,107.711954131823,TeamC,Provider3
93,1,115.185748237625,101.14966325991699,91.47168832696529,TeamB,Provider2
88,1,89.4051208188957,89.4682459696252,96.8340415361873,TeamB,Provider4
86,1,88.7702394489168,110.715457750688,79.61013171540179,TeamC,Provider2
62,0,114.142562044188,97.905471116968,165.16995511602502,TeamC,Provider1
92,1,79.25673700642879,97.4245067658007,113.802776420347,TeamA,Provider2
65,0,103.73682142532199,97.6829740509652,104.781465967037,TeamC,Provider4
88,1,96.1058687862829,83.88845914426959,76.37176899395008,TeamB,Provider4
81,1,119.514682011811,102.377579659223,97.89313353982858,TeamC,Provider4
22,0,88.1520493651797,106.602144603858,113.076283597544,TeamC,Provider1
45,0,76.7685908255345,98.69889549058979,90.7500059082498,TeamB,Provider1
59,0,116.30874151728099,97.6750484318373,107.035627959302,TeamA,Provider1
35,0,81.9485519080474,109.631448604162,89.6033666866992,TeamC,Provider4
18,0,114.354914569116,91.1675775637388,117.169567464062,TeamB,Provider4
38,0,48.590346607889,107.018974635254,82.6723395111623,TeamB,Provider4
81,1,99.52789866890271,94.5718040517603,110.781497474752,TeamC,Provider4
92,1,81.3731458392522,91.7099194137588,131.421716946244,TeamB,Provider2
80,1,72.296058067071,98.6510039082774,89.75361583310992,TeamA,Provider1
61,1,105.70660645378099,103.486197455044,59.641956813267605,TeamC,Provider3
4,0,85.2906006530485,73.29862984122941,108.48340194576299,TeamC,Provider2
48,0,95.72174211962351,104.694728762248,111.71389160252,TeamB,Provider3
63,0,81.9252100807152,87.5975959643428,110.90668879105499,TeamC,Provider1
31,0,127.25804781970601,97.6539167340485,111.91595923496901,TeamC,Provider4
65,1,89.75231565766359,106.45196674615102,141.08275923295201,TeamB,Provider3
65,1,90.9448930016202,92.35356060263359,140.60302131862198,TeamB,Provider3
93,1,79.6395838345243,115.057382986905,87.22372543041858,TeamB,Provider2
81,1,130.199167583955,97.95620176102379,126.076739364169,TeamC,Provider4
65,1,112.585711804335,101.61426348930401,80.8356847423374,TeamB,Provider3
13,0,86.0248506819794,80.53200773984071,172.54413981748797,TeamB,Provider1
35,0,98.942463411478,90.3191477290107,82.0924398623885,TeamA,Provider4
92,1,107.914156147455,107.515457861752,124.397205028578,TeamA,Provider2
65,1,100.52583971420601,108.764540724354,111.984119141896,TeamA,Provider3
85,1,100.152475860196,105.376844615707,112.68532124862,TeamC,Provider2
73,1,74.66116757806621,116.087086882528,129.490271537379,TeamC,Provider1
54,0,101.927719416266,98.61359172361419,97.9027508657038,TeamA,Provider4
56,0,122.329002057831,99.43018499921291,113.288758588706,TeamA,Provider3
61,0,72.3400919271847,104.698883958552,124.927553664933,TeamA,Provider4
12,0,84.5219747863177,93.23293591845119,87.9103466497434,TeamB,Provider3
26,0,108.06783287901301,106.34399902222401,87.0038070127853,TeamA,Provider1
60,1,102.83123754278499,93.54105464346901,105.149357684567,TeamC,Provider3
17,0,77.3020351170526,95.2452684909305,102.45445258064001,TeamA,Provider4
65,1,92.2762609230389,83.6923652142421,78.03294026592229,TeamB,Provider3
18,0,93.21014475302641,74.9681394303578,120.07010730623101,TeamB,Provider3
35,0,81.9576667833287,112.201848657227,116.49807290940201,TeamB,Provider1
60,1,118.033622385179,98.5280414494673,131.592074643887,TeamC,Provider3
49,0,104.16005515359801,87.36072497298929,99.8563085137967,TeamA,Provider4
85,1,90.20638283037229,101.731938776693,115.197937759897,TeamC,Provider2
30,0,101.35263931131901,98.4694512385569,73.0842095511148,TeamA,Provider4
81,1,84.4139390155142,110.822950862136,101.174139354804,TeamC,Provider4
66,1,90.4498772371524,113.957099046856,72.4068456255942,TeamA,Provider3
83,0,113.023796478016,104.880336198356,86.1166357214842,TeamA,Provider4
14,0,79.531097783022,100.487596215651,53.460822232410706,TeamB,Provider3
80,1,104.36270631142901,88.17677958434601,80.2736798869006,TeamB,Provider1
79,1,112.06338813433399,112.229484186411,147.05231336142901,TeamA,Provider1
79,1,108.837523320387,94.495237423008,120.420925424326,TeamB,Provider1
7,0,118.101248979958,109.519365484327,107.370707314478,TeamC,Provider3
80,0,127.371350791504,103.573497600551,111.225128696336,TeamA,Provider4
44,0,73.20541659485491,87.27730432069971,94.81097721831291,TeamB,Provider1
46,0,89.6800915015125,102.25336921466999,108.454824534182,TeamA,Provider4
85,1,173.282540827248,111.662654298252,124.708910165742,TeamC,Provider2
81,1,83.5748834620501,106.489472643687,107.773253362082,TeamC,Provider4
5,0,133.06398890466002,84.460125355203,108.89893237023199,TeamA,Provider1
51,0,113.28497620402901,102.652780938162,109.579811518039,TeamB,Provider3
49,0,103.890858474369,108.44777041281601,99.5807682881509,TeamC,Provider2
51,0,116.246305009716,80.8182919124197,92.6006396687901,TeamB,Provider1
80,1,93.6982343298828,106.25010295300699,100.561501698409,TeamB,Provider1
4,0,124.630087218962,94.236525933808,99.5212991619006,TeamA,Provider3
55,0,114.583173891617,91.7753354577021,85.70228143873291,TeamC,Provider3
66,0,86.9022032148312,98.9122858157102,88.9968662213266,TeamC,Provider1
9,0,71.48203945794191,89.4694515181956,132.747711796651,TeamC,Provider4
76,0,95.3103348048632,93.4641183631213,78.1293819348885,TeamC,Provider2
65,0,111.622580444356,93.89606385852079,125.27755948811001,TeamA,Provider4
71,0,105.971447847015,87.36748742401319,106.551715177033,TeamB,Provider2
85,0,96.46384171486869,120.25095657015,107.80493090666,TeamA,Provider2
21,0,99.0036527255048,97.32850274972272,72.77187234637721,TeamA,Provider4
45,0,146.482609959968,98.8482515387825,106.979032786164,TeamC,Provider4
74,1,109.819570711956,90.7115116689378,66.8532764477708,TeamC,Provider1
78,0,94.038525448479,96.57974053214491,127.291351440555,TeamB,Provider2
56,0,97.3011312164176,90.8700041666766,80.6965671992975,TeamA,Provider3
60,1,86.4175554470993,103.155599174658,137.10407711501801,TeamC,Provider3
6,0,132.093877033479,96.41462828874891,123.03063186358999,TeamC,Provider3
50,0,114.27811791401899,95.16679302083081,88.99069700714671,TeamA,Provider1
28,0,70.0457688073586,104.98020143056,70.6616966917578,TeamB,Provider4
93,1,122.973006074713,94.18413115235779,95.6383973497058,TeamB,Provider2
69,0,88.9917655236571,94.0895584649205,89.4148844172307,TeamC,Provider2
28,0,104.731654311236,102.861365490141,109.62809347913999,TeamB,Provider1
46,0,67.4631450489307,100.31283018674101,88.6162240608059,TeamA,Provider1
24,0,86.6568872211224,110.355744312866,105.59970201873199,TeamB,Provider2
61,0,130.620585384325,117.53624638242201,72.8538466732044,TeamA,Provider1
77,0,136.346695280938,96.6079761457015,99.9695410376174,TeamB,Provider1
54,0,117.686364916119,105.263691364113,69.38300102933171,TeamB,Provider2
22,0,86.8192969446454,85.2584180386851,115.92664426112101,TeamA,Provider2
63,0,77.4245434966431,89.9580439500202,112.27267521644698,TeamA,Provider3
81,1,136.547799564104,97.29373332822149,105.38996908221,TeamC,Provider4
65,1,75.46380429249079,113.005929972055,122.009132113596,TeamB,Provider3
81,1,91.11156321065079,103.137791750193,99.6825913342914,TeamC,Provider4
74,1,126.434525653713,105.31482472321301,107.896672021421,TeamC,Provider1
66,0,93.3146256481827,97.2627603662759,90.1288101102304,TeamA,Provider4
85,0,76.0691456574683,97.07369970097031,83.249853384348,TeamB,Provider4
30,0,106.831263333509,101.21358110212499,79.9111735255025,TeamA,Provider3
80,1,104.702919800968,101.730224619316,68.5900158534665,TeamB,Provider1
80,1,64.9793402105286,102.102483148552,82.67734264868741,TeamB,Provider1
63,0,90.9917675783353,93.9534549898847,81.09924954543659,TeamA,Provider4
19,0,76.2381411465394,106.72159967100201,123.118131836517,TeamC,Provider1
54,0,112.25210746411501,102.83989514493601,103.103579378148,TeamA,Provider3
40,0,105.5142855907,99.48156441035759,62.0868276111813,TeamC,Provider2
35,0,138.996848475539,86.86899971895441,89.3593386063532,TeamC,Provider4
29,0,80.7822454022459,94.55384280918041,87.47371345923821,TeamC,Provider2
89,1,58.2824038334035,99.0438599170654,59.183753896066506,TeamA,Provider4
80,1,126.20749580981001,108.309433768199,115.59169389163799,TeamA,Provider1
33,0,111.737241042831,96.4704318601272,85.4737001683201,TeamB,Provider2
81,0,57.43642184347979,113.586128346986,88.2030025953689,TeamA,Provider4
80,1,84.13029987231609,97.3992180745318,92.5022644393984,TeamA,Provider1
88,1,89.42263504785429,117.87137392257,106.116978442789,TeamA,Provider4
77,0,88.4091057313497,96.9675276109082,102.877008208792,TeamB,Provider1
8,0,100.77704801387699,86.1899776382202,93.7743782187842,TeamA,Provider4
2,0,132.825074309486,103.291525219235,132.917355537785,TeamC,Provider1
14,0,93.80107698199421,95.2204350603405,114.194658330098,TeamC,Provider2
80,1,116.034760770925,113.029899016979,118.98411336837299,TeamB,Provider1
